items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Net long-term capital gain reduced by net short-term capital loss,150.760596,0.699829,0.147058,2.097316,4.340037,1.213735,23.853022,17.169036,3.742736,1.818224,1.194024,30.58666,1.877667,7.52515,27.92547,3.71141,0.262951,4.830184,13.87204,0.513247,0.321667,0.519514,0.592053,0.784982,0.253815
"Net gain, noncapital assets",55.10634,0.254711,0.083987,0.74025,4.962489,0.459496,12.22604,9.691917,5.295802,0.652332,1.553929,5.636338,2.379098,1.763854,1.263718,0.498121,1.133219,0.420398,5.099926,0.259653,0.002761,0.143431,0.070506,0.15464,0.121264
"Dividends, domestic",62.72568,0.15454333333333334,0.03461666666666667,0.81171,0.9547466666666667,0.6911533333333334,3.0182533333333335,7.909856666666667,1.1871866666666666,3.9575099999999996,1.17424,2.0499433333333332,2.0467600000000004,4.0356700000000005,23.421883333333334,0.5675833333333334,0.061720000000000004,0.8270266666666667,8.84002,0.15051333333333333,0.007560000000000001,0.12279000000000001,0.050653333333333335,0.17980000000000002,0.13747333333333334
"Dividends, foreign",57.437852,0.015679,0.007954,0.835121,0.631911,0.1002,19.222754,22.668895,2.392754,0.352515,0.540856,3.263754,0.230129,1.204084,0.823583,0.027291,0.054099,0.412671,3.990119,0.215029,0.01283,0.150256,0.004597,0.107573,0.028733
Other receipts,477.4398,3.06392,0.194787,4.496866,14.411792,4.249037,36.441997,52.302046,15.076094,21.973998,4.395924,34.947312,23.73038,33.875978,124.519843,4.295838,1.329967,7.801355,66.385992,2.604498,0.333029,5.37681,1.636812,4.880934,2.346941
Total deductions,12319.536767,33.643785,8.044502,90.151307,634.557155,396.035852,2152.783239,1820.980932,1471.624534,1523.134836,267.553769,554.07349,320.654888,302.038892,1216.959285,40.747637,40.130512,264.925933,576.757405,142.444933,9.185082,173.675025,22.22176,78.917554,60.405836
Cost of goods sold,6969.607717,17.135734,5.115763,46.145509,466.336847,302.281144,1421.512002,1207.074619,1205.708939,1113.31381,79.396608,114.171348,8.321811,3.5362,672.59356,5.227857,12.400626,84.831034,7.101314,62.919818,1.284069,27.156395,4.42878,34.417464,25.07286
Compensation of officers,177.239454,0.781749,0.225607,1.174233,2.182754,13.457243,17.361213,9.151296,14.932737,13.131786,3.388213,6.894927,4.048676,14.744143,6.479081,2.759409,0.757034,21.125603,7.943024,3.127619,0.672412,25.603958,1.506433,0.415778,3.107067
Salaries and wages,1123.413847,2.194408,0.58512,6.356454,14.531116,19.475557,158.321139,102.857336,71.330661,152.8392,53.943298,100.868881,24.173718,52.470585,83.838196,6.130501,4.639614,64.109293,78.430949,26.862624,2.765424,48.446792,3.716851,12.632757,9.72435
Repairs,88.873978,0.773429,0.187256,0.994548,10.064713,1.644236,9.294926,12.303405,3.63218,8.245745,8.944151,15.142163,1.31025,0.891077,0.851855,1.280193,0.865171,1.370646,4.097657,1.275025,0.104583,1.524873,0.383933,0.740525,1.268558
Bad debts,73.383152,0.036044,0.004244,0.158352,1.314073,0.557628,6.485367,1.895198,2.532918,5.455642,0.524457,6.847459,11.855527,1.464832,1.321423,0.124167,0.188085,0.709341,27.514624,0.563781,0.120209,2.578452,0.384396,0.214259,0.247456
Rent paid on business property,198.879357,2.286585,0.253283,1.406213,3.638923,6.434676,21.185754,17.268234,11.638173,36.668715,18.865775,12.806418,3.086951,4.43766,8.457247,1.723686,3.133162,9.701144,12.926866,3.187762,0.668055,6.122796,1.006206,3.584421,2.76372
Taxes paid,245.552839,0.800364,0.207491,2.639423,17.536374,7.383468,29.149779,52.643114,12.884533,23.705066,10.804571,17.021797,3.79919,5.165084,16.168984,2.761396,0.955197,8.879449,9.94422,5.84331,0.341475,5.775956,1.494986,3.199899,2.124888
Interest paid,995.578177,1.035462,0.129022,6.120107,30.860824,4.058265,95.32521,70.798999,20.802892,21.014117,8.2777,42.081266,203.387145,145.627943,25.298342,3.866364,3.153228,4.791437,280.404716,3.568986,0.111859,3.816325,1.031695,4.666278,1.985867
Charitable contributions,10.3904,0.038408,0.004838,0.057066,0.410521,0.220329,1.59506,2.713279,0.457957,0.751669,0.14055,0.801155,0.340357,0.73828,0.528559,0.075051,0.024835,0.21887,0.911753,0.053557,0.009051,0.109757,0.027241,0.041634,0.042301
Amortization,61.738897,0.02543,0.003014,0.833552,2.387986,0.366599,10.226535,7.92679,4.76461,1.550926,0.547941,9.858256,1.437307,1.342041,7.602716,0.226956,0.193806,1.416677,7.486433,1.401396,0.068465,0.73465,0.124231,0.345973,0.340198
Depreciation,397.843062,1.638213,0.375103,5.732317,24.658295,6.34004,94.617561,53.560056,26.003638,24.43924,15.842605,53.39564,6.66729,4.032603,7.942839,2.136723,7.463311,5.216707,40.295041,3.871653,0.277387,3.720551,1.156299,3.356984,1.531639
Depletion,7.590573,0.009433,0.010683,3.227381,0.604167,0.051118,0.914652,1.908905,0.548263,0.009896,0.040274,0.012309,0.012379,0.087169,0.013619,0.01975,0.006496,0.011299,0.060209,0.041448,0.0,7.7e-05,2.8e-05,3e-06,0.000164
Advertising,148.239022,0.089066,0.013778,0.097108,0.55855,1.283177,23.118704,43.186761,14.448452,19.964468,1.293086,14.647194,4.433737,3.11037,4.271877,0.60635,0.334864,4.169069,5.249675,1.056742,0.385916,0.608401,0.551662,1.330727,0.720771
"Pension, profit sharing, stock, annuity",57.757118,0.072821,0.011367,0.350288,1.454362,1.325846,15.047708,9.157774,2.948915,3.510057,2.72403,3.595034,1.191648,1.409048,3.300202,0.184073,0.19913,3.054611,3.433909,0.436389,0.053297,2.857104,0.115308,0.637736,0.33435
Employee benefit programs,149.870243,0.302444,0.058237,1.150976,5.259106,4.008539,36.130052,21.622847,6.663024,10.533486,8.398908,11.0342,2.379303,2.894166,13.016252,0.465903,0.445369,5.439121,8.965543,2.692978,0.161105,4.349354,0.272438,1.180736,0.75989
Domestic production activities deduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Net loss, noncapital assets",11.671399,0.015104,0.001588,0.343268,0.72591,0.122651,2.06844,1.221471,0.411754,0.816957,0.051935,1.278633,1.189042,0.124381,0.374269,0.064698,0.216576,0.292852,0.956476,0.079613,0.012894,0.780475,0.027172,0.3097,0.086738
Other deductions,1601.907531,6.40909,0.858106,13.36451,52.032634,27.025338,210.429132,205.69085,71.914888,87.184055,54.369667,143.61681,43.020558,59.963311,364.900264,13.094561,5.154006,49.58878,81.034997,25.462231,2.148881,39.489107,5.994099,11.842682,10.295019
Total receipts less total deductions,817.536826,2.543511,0.506342,11.449047,34.271636,16.453156,130.434399,149.285367,42.454612,51.93051,14.500646,84.54471,36.902206,32.501252,69.295642,8.712516,2.216003,17.540939,81.529512,5.410148,0.960766,6.540262,1.907324,3.88932,2.988133
Constructive taxable income from related foreign corporations,61.837737,0.031034,0.0,0.719338,0.869893,0.046952,21.13468,24.075647,1.789127,0.714364,0.529361,2.336111,0.433349,1.957616,2.172615,0.007172,0.036648,0.433623,4.076844,0.143169,0.009232,0.080244,0.001638,0.113182,0.036925
Net income,859.530894,2.566291,0.504203,12.155824,35.04839,16.460765,149.893342,173.171178,44.160339,52.487763,14.990511,86.311839,35.098199,33.826199,63.178546,8.657795,2.249189,17.834015,80.199792,5.527204,0.964207,6.549491,1.901142,3.998414,2.987291
Income subject to tax,758.428941,1.675892,0.314991,8.927145,29.799405,13.905526,128.585506,160.398054,37.465621,49.081694,12.414358,71.603497,32.101983,32.033562,55.901744,5.821202,1.728747,14.635521,76.559566,4.643827,0.881038,4.868711,1.471189,3.149901,2.453365
Total income tax before credits,265.166481,0.464563,0.089293,3.174395,10.613823,4.407079,45.331489,56.669332,12.891225,16.695046,4.317139,25.559223,11.312589,11.254647,19.857419,1.799227,0.583788,4.877622,26.763505,1.538557,0.297364,1.660442,0.496137,1.12071,0.695261
Income tax,261.51628,0.457793,0.087827,3.057981,10.42036,4.355533,44.678865,55.992742,12.614068,16.663478,4.230526,24.939298,11.142779,11.173746,19.435342,1.75024,0.569724,4.848427,26.681513,1.526142,0.296332,1.64837,0.48336,1.084595,0.692602
Alternative minimum tax,3.63757,0.005608,0.001232,0.115536,0.191874,0.036744,0.732855,0.690959,0.271067,0.045235,0.085969,0.617874,0.109832,0.078312,0.427699,0.039577,0.014025,0.029031,0.060166,0.012069,0.001032,0.012048,0.010291,0.034535,0.002645
Foreign tax credit,48.492104,0.001364,0.000205,0.778701,0.166444,0.05167,12.523881,20.112631,0.879189,0.375221,0.274775,3.043369,0.353493,2.604298,1.926806,0.003088,0.005024,0.390874,4.274585,0.185641,0.008809,0.061476,0.035595,0.10037,0.013983
General business credit,5.587018,0.003004,0.00056,0.043499,0.2197,0.017412,1.165285,1.407173,0.102269,0.180463,0.021461,0.335487,0.549793,0.03864,0.38071,0.030707,0.002,0.095624,0.677624,0.034303,0.001278,0.025055,0.003946,0.08833,0.006844
Prior year minimum tax credit,5.129971,0.00431,0.000552,0.27237,0.397415,0.05414,0.91722,1.831979,0.27624,0.128812,0.265373,0.22092,0.025549,0.067612,0.43282,0.026413,0.023936,0.016249,0.067712,0.014655,2.1e-05,0.014938,0.020748,0.033049,0.001385
Total income tax after credits,202.986064,0.455846,0.087443,1.993078,9.379698,4.25509,30.252641,31.788306,11.610363,16.005933,3.733784,21.940325,10.342421,8.384772,17.091667,1.723562,0.552775,4.361668,21.709266,1.273164,0.287256,1.555986,0.435848,0.893337,0.671936
