items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Net long-term capital gain reduced by net short-term capital loss,119.737749,0.639011,0.228809,5.117147,0.56527,0.842422,9.23686,16.804214,8.384147,2.564762,1.038164,14.586642,1.229011,5.043967,25.710872,3.854553,0.53343,3.195844,14.586934,1.489794,0.0499,1.014365,0.236601,1.626838,0.223477
"Net gain, noncapital assets",83.114638,0.380842,0.029572,7.01253,0.920954,0.833737,13.440038,13.629089,3.843754,0.702659,2.138609,2.59938,13.902568,2.37783,0.684953,1.762433,6.287342,1.023545,9.682234,0.250968,0.056036,0.280898,0.063371,0.81411,0.086899
"Dividends, domestic",68.86287666666666,0.11675,0.02511666666666667,0.10268666666666668,0.047483333333333336,0.13391333333333336,1.5520966666666667,2.5003100000000003,12.668583333333332,0.4788033333333333,0.18709666666666666,4.341316666666667,2.195766666666667,3.6399066666666666,28.96817,0.4629633333333334,0.29089333333333334,0.49059,10.010573333333335,0.21449333333333334,0.007536666666666667,0.07862666666666668,0.09552000000000001,0.059693333333333334,0.06395666666666666
"Dividends, foreign",107.886799,0.009286,0.001766,6.009893,0.173224,0.07337,18.086407,48.775615,3.361825,2.813472,0.291009,4.126043,2.290669,2.396012,4.271721,0.122605,0.029112,2.12204,8.108365,0.517658,0.015043,0.149543,0.033867,4.07494,0.023535
Other receipts,844.043696,10.0204,0.284306,8.841521,4.686425,4.850627,67.815373,96.612795,26.271383,28.603101,3.578633,84.769473,34.955167,41.227256,248.183564,2.630605,3.475171,11.980729,121.078366,5.568304,0.408608,17.460326,2.669827,14.236436,2.64108
Total deductions,17195.160004,54.442155,14.955597,237.452479,128.867518,282.053045,2649.091261,3627.65341,2517.919109,2184.771115,389.683727,680.306428,329.733326,216.412383,1857.458286,41.321632,78.805806,507.170046,590.589033,213.688435,27.522955,283.738487,27.723132,197.022195,54.182077
Cost of goods sold,10432.742543,27.977107,10.818467,112.521676,62.145167,215.449779,1793.965247,2855.66039,2097.168762,1593.84741,121.153716,158.847603,1.13126,15.878297,967.524289,1.173945,14.420079,163.660409,2.839413,91.79678,3.40481,24.951469,5.166398,70.03244,21.174342
Compensation of officers,161.148173,1.129589,0.249442,1.865485,0.722568,8.262478,17.246889,11.260887,17.058027,10.516787,3.388391,9.039038,3.82817,8.301036,6.574713,1.765015,1.354808,19.95901,6.154091,3.246542,0.85143,21.769586,1.230956,3.069562,2.288042
Salaries and wages,1657.09619,2.26123,1.261322,16.975984,7.013255,15.781511,200.000009,148.230524,128.276943,225.604471,71.108126,128.162558,33.864567,51.252695,138.728182,10.222213,11.581481,134.28537,128.817755,42.518243,9.06114,95.07155,5.360984,42.64195,8.902984
Repairs,103.636953,1.082133,0.214996,1.626601,4.355025,1.232109,11.450354,11.036115,7.387283,13.634548,15.142675,7.911419,1.77539,0.864555,1.661698,1.144384,3.391768,2.722323,6.992035,2.017816,0.305308,2.946457,0.515113,3.065046,1.156788
Bad debts,150.493232,0.018059,0.005247,0.141288,0.627929,0.415826,6.547351,1.076071,2.666116,3.126968,0.520742,5.137325,44.94371,0.529253,4.161716,0.494114,0.322376,1.041847,67.919292,0.467232,0.897421,8.933567,0.063549,0.279166,0.122706
Rent paid on business property,234.4842,3.447571,0.269902,5.591041,0.970694,5.569673,19.764435,20.405287,17.099799,47.845101,16.591467,14.549358,3.194496,3.744239,8.989688,3.178144,3.849233,12.969723,12.399105,3.746449,1.55225,10.46244,1.342982,14.248656,2.690092
Taxes paid,323.608193,1.071317,0.297547,6.747416,6.457555,5.451363,33.735514,66.420001,22.109806,36.116508,13.134248,18.31416,6.254754,5.035145,27.513969,2.673535,2.509356,17.127583,16.141606,11.63672,0.914486,10.720459,2.694052,8.666443,1.802648
Interest paid,600.756013,0.793013,0.108583,9.21505,8.209198,1.491839,83.904669,76.058618,22.048421,18.121101,6.301837,32.864205,133.921373,46.90213,32.137656,3.417715,4.407733,10.027623,89.233262,3.817337,0.49438,8.278269,1.152667,5.998017,0.802739
Charitable contributions,16.257125,0.059166,0.00707,0.225163,0.101701,0.144282,1.815891,5.272694,1.034368,2.459579,0.20581,0.734481,0.295583,0.493471,0.848624,0.066706,0.024069,0.322263,1.41081,0.103205,0.038228,0.224559,0.05082,0.286448,0.03101
Amortization,138.834263,0.129674,0.015037,5.571565,0.822752,0.577214,23.429092,19.906237,9.322305,3.452424,0.836353,32.270838,2.768292,2.347569,14.78612,0.382307,0.692464,4.780406,9.943395,2.124373,0.265725,2.116245,0.391037,1.303229,0.584075
Depreciation,441.19376,3.753016,0.368238,22.849904,16.719558,4.661357,89.354346,63.195279,36.786535,36.189305,21.84129,43.198602,12.01416,3.474872,13.375172,2.259864,20.208381,8.036299,22.099508,4.238221,0.836427,5.903762,1.820516,6.554186,1.431676
Depletion,16.707322,0.015542,0.006161,9.180271,0.052704,0.037835,0.651625,4.855987,1.07857,0.00201,0.011713,0.000254,6.5e-05,0.058288,0.14295,0.015901,0.005845,0.014141,0.082011,0.475527,0.000248,1.8e-05,0.000227,0.000478,0.003297
Advertising,185.36314,0.16524,0.021177,0.162547,0.264404,0.899524,25.71874,44.978176,19.39409,27.728003,1.37523,20.552799,5.412901,1.711853,9.260421,0.420146,1.361315,4.360045,10.408975,2.31074,2.159808,1.214281,0.676017,4.312086,0.493154
"Pension, profit sharing, stock, annuity",121.168612,0.097441,0.025651,1.391311,1.941263,1.017136,32.945582,22.761426,6.397551,7.558067,5.194289,8.298468,2.498082,2.256072,9.02299,0.158097,0.394621,5.10321,6.887379,0.829747,0.125145,4.785806,0.333468,0.906031,0.217211
Employee benefit programs,242.287895,0.489101,0.105895,3.634914,1.967796,4.085043,47.954427,29.616877,15.29453,22.419566,15.319235,19.384391,3.96554,2.997936,17.038254,0.750084,1.46763,14.647653,17.431483,6.570868,0.804581,10.873096,0.415978,4.091414,0.939618
Domestic production income share,0.3094041237778976,0.7264400453430236,0.24234586682811626,0.4158135226954951,0.4162166609360785,0.6576079201438124,0.7325759890686888,0.41028517662828506,0.20581184331597946,0.0668015439738893,0.0063616589638749235,0.5747739199362184,0.05798470573725326,0.05492273974097684,0.005959406478761588,0.013926614499120261,0.20017956597867986,0.25274023396475526,0.02387271380476051,0.026221850280789116,0.09775019031602497,0.016907668364072093,0.16687179627015297,0.055306476858227524,0.052856136423850605
"Net loss, noncapital assets",19.830644,0.047193,0.001823,0.332186,0.661505,0.044826,2.535159,4.092292,1.008325,2.003379,0.133513,1.320161,1.267035,0.719192,0.278393,0.167813,0.088005,0.800236,3.651396,0.145452,0.046134,0.124925,0.071871,0.268109,0.014261
Other deductions,2317.585368,11.715236,1.166321,38.325079,15.729421,16.52404,246.776144,232.084438,112.125827,133.554317,97.411361,175.453173,72.390771,69.690972,605.3744,13.024109,12.663625,106.657452,187.927811,37.617915,5.742055,75.344886,6.412263,31.195416,11.516655
Total receipts less total deductions,1260.64523,3.81535,0.737969,31.379223,6.34516,10.158081,183.945538,258.893109,98.715612,98.042616,26.932326,96.638663,65.038522,44.453194,109.435273,8.395529,8.050174,35.272603,119.78395,12.308023,2.859865,13.668077,2.328619,18.79091,2.850153
Constructive taxable income from related foreign corporations,134.373196,0.165285,0.0,5.228627,0.056328,0.079737,25.977641,46.598595,6.346199,5.301898,0.555832,4.93698,2.580842,3.341273,4.875279,0.12912,0.05935,2.195706,20.881493,0.51909,0.032798,0.041072,0.02278,4.379515,0.06221
Net income,1371.309841,3.975023,0.734702,36.601385,6.392482,10.202179,209.590535,305.459505,104.969738,103.271475,27.470114,101.496455,65.430181,47.209933,103.333551,8.498837,8.08947,37.444019,131.532358,12.811816,2.89108,13.681359,2.346813,23.167942,2.899709
Income subject to tax,1147.954857,2.914181,0.583051,29.259911,2.803668,6.880324,171.325344,290.911856,89.717923,98.395763,23.982214,82.49806,39.699549,31.318135,72.812993,6.01566,3.497693,28.77157,116.220553,10.707779,2.657568,11.247362,1.613614,20.79664,2.265899
Total income tax before credits,401.936411,0.854766,0.185221,10.745182,1.031293,2.168789,59.897889,101.952155,31.117147,34.179184,8.21248,29.077924,14.187214,10.993598,26.301129,1.922977,1.255513,9.846963,40.772099,3.673129,0.911503,3.85328,0.545676,7.162583,0.688286
Income tax,398.666491,0.850601,0.184884,10.200531,0.979652,2.130466,59.732673,101.734364,31.042825,34.155148,8.190689,28.809149,13.819816,10.941804,25.310018,1.893724,1.206566,9.794876,40.551065,3.658982,0.907505,3.844324,0.53806,7.139511,0.685265
Alternative minimum tax,2.962939,0.004121,0.000327,0.544116,0.048447,0.025872,0.138463,0.21116,0.074777,0.025229,0.028349,0.157188,0.352108,0.045853,0.968716,0.019861,0.046966,0.045865,0.159423,0.016518,0.001955,0.011203,0.004013,0.015386,0.003529
Foreign tax credit,109.578358,0.009533,0.000137,5.251881,0.009615,0.051347,16.007072,56.653918,3.472906,2.408558,0.282981,5.985024,1.135334,1.534059,2.88903,0.086412,0.085383,1.681188,8.171288,0.290962,0.020546,0.053163,0.01976,3.444104,0.030554
General business credit,22.225931,0.02045,0.004462,0.116566,0.129224,0.047053,4.575271,3.47724,1.869113,0.818524,0.149637,1.212884,0.71027,0.301251,1.425199,0.022512,0.035855,0.506025,5.935303,0.221237,0.009701,0.084577,0.007157,0.532796,0.01289
Prior year minimum tax credit,2.811964,0.006875,0.000251,0.201289,0.120332,0.007302,0.169818,0.872861,0.312823,0.166024,0.068938,0.014431,0.026279,0.015608,0.603135,0.035457,0.004246,0.028877,0.117211,0.007095,0.000465,0.015616,0.000924,0.008081,0.001913
Total income tax after credits,266.92927,0.817908,0.180371,5.175681,0.772122,2.063087,39.147619,40.937564,25.460205,30.785922,7.710966,21.865601,12.303701,9.061495,21.294277,1.778597,1.13003,7.629179,26.351752,3.153835,0.880792,3.70032,0.517737,3.177602,0.642929
