items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Taxes paid,105.684133,0.920119,0.437158,1.484816,0.085816,12.005832,5.862681,4.196575,11.169282,15.026478,4.972699,2.122551,0.905179,1.378349,1.276517,2.440686,0.793464,11.375134,0.75663,6.082458,0.628324,8.83186,1.894935,7.49035,3.518151
Interest paid,66.52193,1.265387,0.387204,0.746682,0.110313,6.323595,4.00231,2.867807,5.97378,7.634659,2.504245,2.16908,5.566992,1.423869,0.385122,2.238352,0.963437,2.423349,9.499504,1.493286,0.131228,2.206255,1.107288,3.619346,1.465331
Amortization,9.509851,0.10891,0.036535,0.166592,0.009262,0.244038,0.547289,0.440078,0.926968,1.298266,0.27657,1.045491,0.193902,0.184348,0.320804,0.187832,0.046463,0.583117,0.311566,0.337733,0.03847,0.506653,0.368513,0.896782,0.424866
Depreciation,105.468761,2.99094,1.345111,3.063029,0.163131,14.042488,11.006581,8.006133,9.05194,10.561075,9.613423,2.214005,0.632873,0.783072,0.36999,1.921365,5.734097,4.120532,0.90326,3.844753,0.359822,4.029347,1.817541,5.911351,2.973657
Depletion,0.694877,0.013765,0.001793,0.347284,0.000167,0.038139,0.242546,0.033507,0.002819,0.002535,0.002701,0.000385,0.0,0.001031,6e-05,8e-06,0.0,6.9e-05,1.4e-05,0.005669,0.0,0.0,0.002374,1.3e-05,0.0
Advertising,51.461038,0.157965,0.050073,0.076228,0.011122,3.14647,2.880364,3.239798,5.35699,13.542969,0.519428,1.09633,0.739356,0.736988,0.595006,2.153069,0.314863,4.746021,0.257617,1.905688,0.595084,2.249132,0.998735,4.301889,1.78959
"Pension, profit sharing, stock, annuity",24.042313,0.074325,0.057789,0.233479,0.01062,3.315499,2.071427,1.145783,2.661158,1.298168,0.567779,0.493646,0.098909,0.829779,0.476272,0.534659,0.140869,4.287546,0.26513,0.621107,0.06418,3.949329,0.418774,0.134786,0.28691
Employee benefit programs,55.651936,0.499567,0.172481,0.500581,0.023337,9.499529,6.790879,3.47062,5.716081,5.967711,2.64223,1.116974,0.382367,1.004137,0.740915,0.821881,0.285483,5.700309,0.613241,2.918619,0.264152,3.668064,0.464842,1.325449,1.059591
"Net loss, noncapital assets",2.331493,0.018636,0.026091,0.013654,0.002541,0.392384,0.202059,0.043485,0.151844,0.436253,0.023533,0.02143,0.185646,0.045967,0.006923,0.179444,0.060765,0.088391,0.3364,0.031543,4.3e-05,0.011865,0.014861,0.025836,0.0119
Other deductions,612.28203,18.835623,4.744586,7.000035,0.624213,56.462038,28.000578,20.031463,50.421167,59.121046,52.912368,15.433934,6.854071,22.265369,8.22053,18.037958,3.736388,77.665782,3.827219,28.436499,4.052268,59.66004,15.325225,31.4151,18.651079
Total receipts less total deductions,242.255383,0.071152,0.71366,11.279745,0.456002,33.680607,23.902889,11.01156,34.366954,9.753802,6.211616,2.965807,2.654691,7.128096,5.907961,-0.361516,0.553594,42.14257,2.298887,10.37501,1.709888,26.781431,2.599405,2.371937,3.454926
Net income,240.026386,0.029322,0.709265,11.238712,0.448657,33.526218,23.787307,10.940671,34.258771,9.666403,6.18522,2.844082,2.53305,7.032314,5.900483,-0.504734,0.537649,41.995038,1.508004,10.347847,1.707971,26.772698,2.58408,2.362511,3.423815
