items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Salaries and wages,273.585088,1.680007,0.806795,0.770351,0.149456,21.098,19.046965,11.794391,33.850675,43.453038,8.376841,6.161138,3.278487,4.886807,6.443891,11.600778,1.57557,32.177271,1.01636,18.394443,1.737054,16.570269,3.052347,2.595278,9.172744
Repairs,15.398272,0.466356,0.198703,0.175064,0.027114,1.557756,1.110543,0.7511,1.717799,2.274335,1.255545,0.233026,0.086846,0.05238,0.136913,0.385079,0.224976,0.935662,0.097237,0.5461,0.062081,0.583288,0.410888,0.303192,0.584869
Bad debts,4.847804,0.024656,0.021203,0.033348,0.003763,0.44542,0.477826,0.279457,0.935258,0.725292,0.130682,0.214711,0.366859,0.035905,0.056205,0.05302,0.033835,0.266837,0.229178,0.154291,0.037081,0.143661,0.016353,0.014268,0.125229
Rent paid on business property,62.8575,1.055697,0.22255,0.289949,0.074182,6.236593,4.383664,2.625618,5.933043,11.169101,4.43795,1.031481,0.451064,0.558411,0.871933,1.670828,0.764181,5.53758,0.066935,1.803761,0.464599,3.438319,0.917461,0.449031,3.384295
Taxes paid,53.562551,0.367276,0.180906,0.401631,0.053392,6.65697,5.28063,2.978606,6.542361,7.456598,1.961099,0.977675,0.344875,0.590507,0.635798,0.98897,0.302315,4.957789,0.224282,3.352797,0.226399,2.522146,0.78767,0.883831,1.981694
Interest paid,29.86592,0.480679,0.126633,0.35074,0.0558,2.540445,2.688752,1.764618,3.766578,4.092557,0.747878,0.489656,2.370515,0.293497,0.23247,0.67227,0.400891,0.962981,3.874285,0.616685,0.034929,0.843479,0.340601,0.744621,0.514916
Amortization,2.743972,0.004604,0.005537,0.016056,0.003681,0.143966,0.196649,0.157967,0.306141,0.324741,0.047009,0.323628,0.047609,0.020672,0.077954,0.045272,0.007876,0.19146,0.053708,0.092203,0.007167,0.123326,0.118514,0.058018,0.137922
Depreciation,40.149634,0.847286,0.354413,0.602721,0.102481,5.606698,6.015924,3.889677,3.803733,4.159521,2.602506,1.126968,0.173054,0.203882,0.224801,0.574344,1.55357,1.810909,0.233341,1.447687,0.117115,1.001652,0.657955,0.603728,1.041474
Depletion,0.167924,0.014844,0.000155,0.105722,0.0,0.012849,0.014114,0.006992,0.008905,0.003279,0.000475,1e-06,5.9e-05,0.0,0.0,0.0,0.0,1e-06,0.000176,0.0,0.0,0.0,8.5e-05,0.0,0.0
Advertising,24.973772,0.091624,0.053457,0.019523,0.007906,1.144113,1.911966,1.884588,2.724709,7.666414,0.143747,0.526953,0.259361,0.198124,0.351434,1.001356,0.153227,1.613124,0.073676,0.686876,0.225232,0.613598,0.39076,0.238205,1.023554
"Pension, profit sharing, stock, annuity",10.56351,0.030945,0.020409,0.042636,0.01355,1.371795,1.408064,0.642271,1.36335,0.862931,0.240288,0.270093,0.050067,0.253038,0.227149,0.296157,0.023833,1.746171,0.066846,0.20964,0.028592,0.888073,0.085101,0.079647,0.261448
Employee benefit programs,21.215101,0.157306,0.053464,0.129016,0.016946,3.588288,3.341394,1.602099,2.188809,2.512402,0.900373,0.451501,0.122011,0.144329,0.32671,0.259525,0.071595,1.899411,0.144751,1.057002,0.06234,0.831115,0.146941,0.170288,0.545431
"Net loss, noncapital assets",0.236425,0.004693,0.00116,0.003246,3.5e-05,0.01396,0.019441,0.011978,0.023104,0.017865,0.004208,0.006321,0.011605,0.006956,0.000822,0.013854,0.041458,0.011539,0.014887,0.004833,0.005354,0.000736,0.001327,0.000437,0.006258
Other deductions,225.505405,4.507047,1.240284,1.830034,0.302912,23.144642,13.741623,9.663241,22.448539,26.018092,11.563211,6.17249,2.752661,3.895055,3.856859,6.923325,1.282031,29.798027,1.071185,11.605498,1.390956,16.263557,4.323778,2.271434,8.785203
Total receipts less total deductions,200.758325,2.083317,0.992421,3.480978,0.233415,27.383255,21.912122,10.589258,22.944339,19.781531,4.144277,6.326033,2.569549,5.213352,3.533368,7.088543,1.312228,24.700493,3.580664,6.70294,0.795307,10.465966,3.146992,1.228654,4.830074
Net income,199.827055,2.073999,0.990878,3.460266,0.23159,27.315122,21.829448,10.53959,22.832703,19.742175,4.135047,6.275431,2.481256,5.174125,3.528844,7.073302,1.306162,24.67414,3.329489,6.683966,0.794287,10.462219,3.137512,1.224907,4.824118
