items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Bad debts,18.552339,0.054278,0.018002,0.131754,0.010473,1.889064,0.905728,0.543554,2.326373,1.365684,0.337808,0.45585,3.340897,0.173005,0.119878,1.038698,0.165006,0.822526,3.348011,0.335561,0.189682,0.450108,0.060234,0.091036,0.218258
Rent paid on business property,156.417815,3.436305,0.451918,0.826806,0.056371,13.466336,7.147031,4.514018,14.058922,25.869359,9.867719,3.11674,1.090476,1.850346,2.002592,3.402294,1.600766,14.594428,0.326109,5.064802,1.738203,15.055571,2.771265,14.732699,8.31464
Taxes paid,108.316619,1.005107,0.454791,1.302529,0.085898,12.018933,6.189121,4.540995,11.682469,14.563229,5.13317,2.052119,0.845623,1.190955,1.241314,2.35716,0.819426,11.625007,0.775391,6.249007,0.687734,9.272801,1.710212,7.833275,3.71392
Interest paid,52.715765,1.25632,0.308943,0.677256,0.071019,4.726949,2.834681,2.028234,4.704399,5.9091,2.192291,1.392531,3.564469,1.105829,0.42494,1.895431,0.869423,2.018217,7.190137,1.360897,0.127113,1.959604,1.006063,3.102734,1.377521
Amortization,10.167474,0.091067,0.028865,0.189364,0.017614,0.251078,0.502063,0.395263,1.025953,1.31188,0.252245,1.180689,0.174572,0.147117,0.367152,0.168173,0.067078,0.642545,0.493445,0.306352,0.042786,0.571322,0.480334,0.917295,0.442894
Depreciation,90.415004,2.773743,1.080489,2.53047,0.165935,10.96642,8.342387,6.956144,7.512685,9.137227,7.830655,2.101719,0.437173,0.888368,0.365265,1.757629,4.591892,3.659796,0.768296,3.376067,0.413482,3.52161,1.735413,5.813933,2.511003
Depletion,0.520615,0.013619,3e-06,0.260318,3e-06,0.03729,0.090512,0.029207,0.002126,0.004115,0.000541,0.0,0.0,8e-06,0.003211,0.00104,0.0,0.0,0.000117,0.000667,0.0,0.0,0.0,0.008691,0.00024
Advertising,46.88164,0.144714,0.049347,0.061342,0.004614,2.400007,2.358897,2.761957,4.489433,11.720921,0.449841,1.413617,0.59126,0.677167,0.56291,1.610269,0.312141,4.939714,0.235228,2.0023,0.619404,2.132712,0.926363,4.384154,1.571385
"Pension, profit sharing, stock, annuity",22.331544,0.055469,0.02931,0.212898,0.013797,2.74751,1.596075,1.037886,2.268752,1.085614,0.474307,0.519235,0.088819,0.637857,0.533639,0.597665,0.112028,4.13174,0.238936,0.653856,0.062603,4.109931,0.381138,0.143916,0.306736
Employee benefit programs,53.883625,0.432366,0.171941,0.541786,0.014197,8.488782,5.608319,3.194433,5.629852,5.726992,2.618177,1.150695,0.367334,0.972361,0.698336,0.851639,0.282851,5.791059,0.656964,2.934919,0.279442,3.856075,0.467895,1.379825,1.143234
"Net loss, noncapital assets",3.113856,0.010673,0.000212,0.021236,0.0,0.335916,0.1079,0.05002,0.153809,0.567397,0.022735,0.010521,0.075714,0.02598,0.008341,0.163914,0.05829,0.040951,1.062804,0.021815,0.002183,0.006092,0.047228,0.112594,0.166073
Other deductions,558.393376,19.67092,3.993326,5.728418,0.585829,47.454183,21.031088,15.277336,45.14532,55.748701,38.951023,14.935853,6.370368,8.207364,7.693044,16.997216,3.264503,76.984151,4.793624,28.134423,4.439839,68.859375,11.926121,30.725468,17.275874
Total receipts less total deductions,222.588503,0.514067,1.108711,5.090867,0.377498,24.428337,15.306793,12.189368,29.570998,13.46506,4.793331,3.354441,2.711109,4.92661,5.760655,0.395188,0.846248,41.253962,5.011481,9.706975,2.025608,29.711222,2.447451,2.8767,4.31917
Net income,220.889166,0.550414,1.107469,5.054144,0.376591,24.27884,15.255273,12.143177,29.496221,13.422113,4.781395,3.285656,2.600126,4.860887,5.757191,0.467976,0.839697,41.226779,4.205852,9.682016,2.02481,29.709219,2.437597,2.872084,4.314515
