items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Salaries and wages,538.884702,3.784337,1.584216,3.207505,0.178428,43.027419,29.361992,18.615143,58.00214,77.865191,20.350043,10.925017,12.826666,8.300174,14.874971,28.818323,3.215402,65.12485,2.723177,34.655648,2.814355,43.263004,7.521523,31.313474,16.509518
Repairs,31.87628,1.197501,0.51468,0.699321,0.009312,3.162369,1.934037,1.392476,2.978985,4.29876,3.058017,0.441374,0.305184,0.089263,0.314997,0.947793,0.571227,1.608187,0.246121,1.245129,0.176224,1.605532,0.675965,3.223857,1.171041
Bad debts,9.013033,0.028843,0.014596,0.027412,0.007557,1.113199,0.694653,0.38502,1.409518,0.992703,0.305614,0.243131,1.508757,0.050822,0.072096,0.201921,0.077909,0.337648,0.667447,0.240099,0.032383,0.290267,0.045251,0.092572,0.170855
Rent paid on business property,128.79109,2.249523,0.496058,0.941686,0.053028,11.932745,6.866059,4.420984,11.29394,22.170827,8.764573,1.929503,1.540785,0.895151,1.779311,4.586218,1.56073,10.891637,0.203001,3.862899,0.881221,9.568007,2.081606,11.966401,7.847003
Taxes paid,105.122787,0.916199,0.41829,1.2419,0.060142,13.272214,8.269004,4.81634,11.042914,14.624413,4.419268,1.698282,1.227146,0.774669,1.295948,2.404375,0.718015,9.853822,0.552967,7.153844,0.438901,6.499449,1.682372,7.774182,3.952555
Interest paid,50.52749,0.928909,0.29351,0.496425,0.046501,4.956417,3.454816,2.304654,4.940997,7.191043,1.672579,0.996659,4.686763,0.79028,0.330781,1.87026,0.789112,1.877485,5.169201,1.07703,0.094024,1.43945,0.843379,3.03694,1.219933
Amortization,6.795752,0.046169,0.025299,0.047149,0.014392,0.25508,0.391137,0.34487,0.668196,0.979292,0.140947,0.77759,0.078481,0.041167,0.223334,0.102308,0.05033,0.405553,0.123653,0.248992,0.026797,0.331956,0.296898,0.780037,0.394685
Depreciation,66.795074,1.93433,0.964246,1.497037,0.091116,8.697506,7.136726,5.243397,5.35509,6.866098,6.51038,1.452915,0.432692,0.267381,0.364267,1.399583,3.322421,2.669093,0.423617,2.319258,0.166265,2.13324,1.328202,3.966879,2.247664
Depletion,0.610901,0.022197,0.003384,0.324814,0.000225,0.045876,0.148649,0.026559,0.020189,0.005819,0.003697,0.0,0.0,0.0,0.000185,0.002875,5e-06,0.001104,0.000307,0.001384,0.0,0.0,0.0,0.000881,0.002752
Advertising,47.567044,0.138214,0.075204,0.040954,0.015009,2.511787,2.664461,2.726011,4.316221,14.519741,0.381815,0.971414,1.028361,0.253333,0.574592,2.347622,0.325844,3.731882,0.242735,1.520408,0.388622,1.739433,0.895402,4.239623,1.912884
"Pension, profit sharing, stock, annuity",20.934802,0.120215,0.045629,0.13336,0.012066,2.643591,1.809752,0.935775,2.32671,1.335364,0.455182,0.505588,0.203206,0.314346,0.538253,1.050023,0.096783,3.607856,0.186509,0.485984,0.047619,3.109839,0.497404,0.261489,0.211227
Employee benefit programs,47.211437,0.381228,0.09682,0.430554,0.020185,7.21949,5.695464,3.053234,4.675036,5.732515,2.155644,0.914881,0.516922,0.35574,0.861262,0.907825,0.213905,4.844024,0.429564,3.243701,0.19654,2.275354,0.353503,1.283789,1.350836
"Net loss, noncapital assets",1.007114,0.024089,0.009947,0.019286,2.6e-05,0.052462,0.064988,0.060371,0.07644,0.266456,0.020019,0.023828,0.088114,0.005462,0.000962,0.04962,0.013901,0.017204,0.057056,0.017941,0.009201,0.012886,0.037289,0.05267,0.026895
Other deductions,496.196965,12.394785,3.554786,5.74405,0.471835,51.561152,24.249585,15.995871,43.554848,53.78586,33.830619,12.202013,8.552493,6.239348,8.34643,17.730038,3.047964,69.089348,2.857544,21.668303,2.387088,42.908188,11.273404,28.334546,16.224308
Total receipts less total deductions,284.696173,0.898252,0.831158,9.115613,0.430436,46.846493,26.199345,13.529232,33.69105,23.327578,5.895171,4.429357,6.141314,4.313425,7.438052,13.236278,1.385876,34.93462,7.422104,9.631585,1.292991,19.560278,3.041388,6.728285,4.062779
Net income,282.903509,0.868368,0.828606,9.084793,0.4296,46.753111,26.12238,13.460485,33.617478,23.246301,5.887299,4.352792,6.037461,4.237925,7.431471,13.119077,1.380218,34.858845,6.642469,9.608834,1.290692,19.555454,3.029378,6.721684,4.047268
