items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Amortization,5.712477,0.032449,0.022504,0.022426,0.010101,0.193874,0.365739,0.329752,0.548783,0.829215,0.116309,0.555579,0.098813,0.058366,0.229976,0.099122,0.046902,0.37262,0.131504,0.177448,0.027751,0.255113,0.298037,0.611967,0.274026
Depreciation,82.261523,2.187765,1.12107,1.398911,0.12561,10.575829,9.204889,6.849566,6.596952,9.336554,7.022041,2.076495,0.565321,0.396368,0.50034,1.421397,3.731318,3.640114,0.500079,2.947829,0.253877,2.524654,1.895654,4.822896,2.538951
Depletion,0.388873,0.020001,0.004228,0.215316,0.0,0.035829,0.086335,0.015163,0.003898,0.002314,0.000765,4.7e-05,3.5e-05,3.5e-05,0.0,0.00134,0.0,3.6e-05,0.000546,0.000288,0.0,0.0,0.0,0.002698,0.0
Advertising,40.398858,0.150721,0.061739,0.023303,0.019023,2.137856,2.292521,2.706459,3.789301,12.957497,0.305182,0.810931,0.810343,0.225455,0.396236,1.498683,0.278117,2.626298,0.159937,1.210088,0.301328,1.33773,0.65767,4.025315,1.612669
"Pension, profit sharing, stock, annuity",17.974203,0.105771,0.054945,0.092577,0.005529,2.336477,1.435392,0.896711,1.874298,1.173367,0.355605,0.464871,0.167998,0.317653,0.514622,0.879683,0.050531,3.333536,0.139306,0.407938,0.075303,2.613633,0.3646,0.132856,0.152171
Employee benefit programs,39.766082,0.422807,0.101678,0.294335,0.012435,6.221599,4.831913,2.701185,3.765357,4.874715,1.961982,0.79029,0.439768,0.352673,0.541531,0.713545,0.193017,3.749762,0.313069,2.463788,0.273138,2.065362,0.295762,1.255237,1.120247
"Net loss, noncapital assets",0.91549,0.003567,0.00266,0.013451,4.1e-05,0.072676,0.127396,0.027614,0.040284,0.187702,0.026139,0.038523,0.137839,0.009824,0.003969,0.014725,0.02741,0.024143,0.015329,0.012207,0.010413,0.017016,0.003067,0.083786,0.014835
Other deductions,411.192503,10.670272,2.656969,3.799084,0.391147,39.778619,19.066582,14.310247,33.732877,46.947485,25.81142,9.991829,8.170313,5.822178,6.067146,13.30281,2.380225,59.124166,2.361352,18.830532,2.374796,39.749238,7.931138,24.089193,13.539833
Total receipts less total deductions,172.937958,-0.534444,0.585181,4.000758,0.194899,23.177421,12.325802,8.930934,21.424599,18.216088,2.156133,3.606469,6.406476,2.280289,5.645258,6.21108,-0.311026,23.613615,4.730236,6.829744,0.760533,14.859375,1.972521,3.101808,2.782029
Net income,171.574616,-0.553671,0.581783,3.983413,0.194692,23.00408,12.222339,8.876806,21.374297,18.180569,2.148268,3.564245,6.313072,2.22417,5.641406,6.154392,-0.32044,23.596385,4.187497,6.804408,0.759689,14.854768,1.967493,3.08945,2.769875
